# fr-FR
			"{ocseditor.help.more.attributes-options}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Utilisation des attributs ou des options des produits</h4>

<p>
Il est possible d'utiliser les attributs ou les options des produits à l'aide de la syntaxe ci-dessous.
</p>
<p>
Vous pouvez utiliser cette technique dans les propriétés 'conditions' et 'fees'.
</p>

<div class=""code""><span class=""comment""># Si au moins un produit possède l'attribut 'color' égal à 'Bleu'<br/></span>
conditions: <span class=""string"">""{count products where product.attribute.color=='Bleu'}&gt;0""</span>,<br/>
...<br/>
<span class=""comment""># Si tous les produits possèdent l'option 'size' supérieure ou égal à '1'<br/></span>
conditions: <span class=""string"">""{count products where product.option.size&gt;='1'}=={cart.quantity}""</span>,<br/>
...<br/>
<span class=""comment""># Le nombre de SKU différents<br/></span>
conditions: <span class=""string"">""{count distinct product.attribute.sku}""</span>,<br/>
...<br/>
<span class=""comment""># La somme de toutes les options 'size' est supérieure à 30<br/></span>
conditions: <span class=""string"">""{sum product.option.size}&gt;30""</span>,<br/>
...<br/>
<span class=""comment""># Le nombre de produits en stock<br/></span>
conditions: <span class=""string"">""{count products where product.stock.is_in_stock==true}""</span>,<br/>
...
</div>

<p>
Liste des préfixes possibles :
</p>
<ul>
	<li><b>count :</b> nombre (toujours suivi de 'products')</li>
	<li><b>count distinct :</b> nombre distinct (toujours suivi d'une propriété)</li>
	<li><b>sum :</b> somme (toujours suivi d'une propriété)</li>
</ul>
<p>
Liste des propriétés possibles :
</p>
<ul>
	<li><b>product.attribute.* :</b> attribut</li>
	<li><b>product.option.* :</b> option</li>
	<li><b>product.stock.is_in_stock :</b> disponibilité du produit</li>
	<li><b>product.stock.quantity :</b> stock du produit</li>
</ul>
<p>
	Il est possible de spécifier des conditions que doivent remplir les produits pour être pris en compte. Pour cela, il suffit d'ajouter <span class=""code""> where </span> suivi d'une formule.
</p>
<p>
	Si la propriété est de type <strong>Oui/Non</strong>, vous devez utiliser les valeurs <span class=""code"">true</span>/<span class=""code"">false</span> ou <span class=""code"">1</span>/<span class=""code"">0</span> sans les guillemets.
</p>
<div class=""code""><span class=""comment""># Propriété de type Oui/Non</span><br/>
conditions: <span class=""string"">""{count products where product.attribute.colissimo_allowed==1}""</span>,<br/>
<span class=""comment""># ou</span><br/>
conditions: <span class=""string"">""{count products where product.attribute.colissimo_allowed==true}""</span>,</div>

<p>
	Si la propriété est de type <strong>Liste de sélection</strong> et que vous souhaitez faire une comparaison avec l'id plutôt qu'avec la valeur, vous devez utiliser la syntaxe suivante :
</p>

<div class=""code""><span class=""comment""># Condition validée si l'attribut 'color' est égale à la valeur dont l'id est 1</span><br/>
conditions: <span class=""string"">""{count products where product.attribute.color.id==1}""</span>,</div>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.more.foreach}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Utilisation des boucles foreach</h4>

<p>
	Les boucles foreach permettent d'effectuer un calcul sur des groupes de produits plutôt que de tenir compte de tous les produits du panier.<br/>
	Le résultat global d'une boucle foreach est la somme des résultats de chaque passage dans la boucle.
</p>
<p>
	A l'intérieur d'une boucle foreach, il est possible d'utiliser de nouvelles variables :
</p>
<ul>
	<li><b>{selection.weight}</b>: poids de la sélection</li>
	<li><b>{selection.quantity}</b>: nombre d'articles dans la sélection</li>
</ul>
<p>
	Lorsque la sélection se fait sur le sku, chaque sélection est composée d'un seul article. On peut donc utiliser d'autres variables :
</p>
<ul>
	<li><b>{product.weight}</b>: poids de l'article sélectionné</li>
	<li><b>{product.quantity}</b>: quantité de l'article sélectionné</li>
	<li><b>{product.attribute.*}</b>: attribut de l'article sélectionné</li>
	<li><b>{product.option.*}</b>: option de l'article sélectionné</li>
</ul>

<div class=""code""><span class=""comment""># Regroupement des produits par origine puis traitement des groupes séparémment</span><br/>
fees: <span class=""string"">""{foreach product.attribute.code_origin}{table {selection.weight} in 0.0:0.00, 1.0:11.00, 3.0:12.00, 5.0:13.00}{/foreach}""</span>,<br/>
<br/>
<span class=""comment""># Calcul individuel des frais de port</span><br/>
fees: <span class=""string"">""{foreach product.attribute.sku}{product.attribute.shipping}*{product.quantity}{/foreach}""</span>,<br/>
</div>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.more.custom-variables}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Utilisation des variables personnalisées de Magento (Custom Variables)</h4>
<p>
	Depuis la version 1.4.0.1 de Magento, il est possible de définir des variables personnalisées.
</p>
<p>
	La version 2.2.7 d'Chronorelais Shipping vous permet d'utiliser ces variables personnalisées grâce à la syntaxe suivante :
</p>
<div class=""code""><span class=""comment""># Utilisation de la variable personnalisée my_var<br/></span>
fees: <span class=""string"">""{customvar.my_var}*5.00""</span>,<br/>
...<br/>
<span class=""comment""># Idem en utilisant la syntaxe standard de Magento<br/></span>
fees: <span class=""string"">""{{customVar code=my_var}}*5.00""</span>,<br/>
...</div>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.property.conditions}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Les conditions : `conditions`</h4>
<p>
	La propriété `conditions` se spécifie sous la forme d'une <a href=""#"" onclick=""ocseditor.help('more.formulas');"">formule (voir l'initiation aux formules)</a>
	qui doit retourner une valeur booléenne (true ou false).
</p>

<div class=""code""><span class=""comment""># Tranches de prix</span><br/>
<br/>
&nbsp;&nbsp;&nbsp;<span class=""comment""># De 0 à 70 TTC</span><br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{cart.price_including_tax}&lt;=70""</span>,<br/>
<br/>
&nbsp;&nbsp;&nbsp;<span class=""comment""># De 0 à 70 HT</span><br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{cart.price_excluding_tax}&lt;=70""</span>,<br/>
<br/>
&nbsp;&nbsp;&nbsp;<span class=""comment""># De 20 exclu à 70 inclu</span><br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""({cart.price_excluding_tax} &gt; 20) and ({cart.price_excluding_tax} &lt;= 70)""</span>,<br/>
<br/>
&nbsp;&nbsp;&nbsp;<span class=""comment""># De 10 inclu à 50 exclu</span><br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""({cart.price_excluding_tax} &gt;= 10) and ({cart.price_excluding_tax} &lt; 50)""</span>,<br/>
<br/>
<br/>
<span class=""comment""># Tranches de poids</span><br/>		
<br/>
&nbsp;&nbsp;&nbsp;<span class=""comment""># De 0.5 exclu à 3 inclu</span><br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""({cart.weight} &gt; 0.5) and ({cart.weight} &lt;= 3.0)""</span>,<br/>
<br/>
&nbsp;&nbsp;&nbsp;<span class=""comment""># De 1 inclu à 5 exclu</span><br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""({cart.weight} &gt;= 1.0) and ({cart.weight} &lt; 5.0)""</span>,<br/>
<br/>
<br/>
<span class=""comment""># Free shipping</span><br/>
<br/>
&nbsp;&nbsp;&nbsp;<span class=""comment""># Only when free shipping</span><br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{free_shipping}""</span>,<br/>
<br/>
&nbsp;&nbsp;&nbsp;<span class=""comment""># Only when no free shipping</span><br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""!{free_shipping}""</span>,<br/>
<br/>
<br/>
<span class=""comment""># Attribut ou option des produits</span><br/>		
<br/>
&nbsp;&nbsp;&nbsp;<span class=""comment""># Si au moins un produit possède l'attribut 'color' égal à 'Bleu'</span><br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{count products where product.attribute.color=='Bleu'}&gt;1""</span>,<br/>
<br/>
&nbsp;&nbsp;&nbsp;<span class=""comment""># Si tous les produits possèdent l'option 'size' supérieure ou égal à '1'</span><br/>
&nbsp;&nbsp;&nbsp;conditions: <span class=""string"">""{count products where product.option.size&gt;='1'}=={cart.quantity}""</span>,</div>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

"
			"{ocseditor.help.property.destination}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>La destination : `destination`</h4>
<p>
	Les codes pays utilisés sont ceux de Magento (à priori ils sont les mêmes que les codes ISO 3166-1 alpha-2).<br/>
	Il est possible de spécifier les codes régions <span class=""new"">ou les codes postaux</span> que l'on veut filtrer ou exclure.<br/>
</p>

<div class=""code""><span class=""comment""># France, Allemagne, Suisse, Espagne, Italie</span><br/>
destination: <span class=""string"">""FR,DE,CH,ES,IT""</span>,<br/>
<br/>
<span class=""comment""># France sauf la Corse</span><br/>
destination: <span class=""string"">""FR-(2A,2B)""</span>,<br/>

<br/>
<span class=""comment""># Corse</span><br/>
destination: <span class=""string"">""FR(2A,2B)""</span>,<br/>
<br/>
<span class=""comment""># Le monde entier sauf l'Allemagne et la Corse</span><br/>
destination: <span class=""string"">""* - ( DE, FR(2A,2B) )""</span>,</div>

<div class=""tips"">
	<p><strong>Astuce</strong><br/>Dans l'éditeur, vous pouvez utiliser les code pays mais aussi les noms des pays ainsi que des raccourcis pour insérer des groupes de pays.</p>
	<ul>
		<li><strong>UE</strong> ou <strong>Union Européenne</strong> : ajoute les pays de l'Union Européenne.</li>
		<li><strong>DOM</strong> : ajoute les Départements d'Outre-Mer Français.</li>
		<li><strong>COM</strong> : ajoute les Collectivités d'Outre-Mer Françaises.</li>
		<li><strong>Outre-Mer</strong> : ajoute tout l'Outre-Mer Français.</li>
		<li><strong>Corse</strong> : ajoute la corse (""FR(2A,2B)"").</li>
	</ul>
	<p>
		Vous pouvez interragir avec les pays se trouvant dans l'Aperçu. Si vous cliquez sur l'un d'eux, un menu vous offre la possibilité d'effectuer certaines actions.
	</p>
</div>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.property.enabled}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>L'activation : `enabled`</h4>
<p>Permet d'activer ou de désactiver la méthode de livraison.</p>
<p>La valeur doit être booléenne.</p>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.property.code}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Le code : `code`</h4>
<p>C'est l'identifiant de la méthode de livraison.</p>
<p>Il doit être unique. S'il n'est pas unique, il sera modifié.</p>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.property.description}","
<div class=""help-header"">
	<p>Voir également la propriété <a href=""#"" onclick=""ocseditor.help('property.label');"">label</a>.</p>
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>La description : `description`</h4>
<p>Il s'agit de la description de la méthode de livraison.</p>
<p>Le fonctionnement est identique à la propriété <a href=""#"" onclick=""ocseditor.help('property.label');"">label</a>.</p>

<div class=""help-footer"">
	<p>Voir également la propriété <a href=""#"" onclick=""ocseditor.help('property.label');"">label</a>.</p>
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.property.origin}","
<div class=""help-header"">
	<p>Voir également la propriété <a href=""#"" onclick=""ocseditor.help('property.destination');"">destination</a>.</p>
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>L'origine : `origin`</h4>
<p>
	Idem que la destination mais pour filtrer l'origine de livraison.<br/>
	La syntaxe est identique au filtrage de la <a href=""#"" onclick=""ocseditor.help('property.destination');"">destination</a>.
</p>

<div class=""help-footer"">
	<p>Voir également la propriété <a href=""#"" onclick=""ocseditor.help('property.destination');"">destination</a>.</p>
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.property.customer_groups}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Les groupes client : `customer_groups`</h4>
<p>
	On peut utiliser le nom ou l'ID des groupes client.
</p>

<div class=""code""><span class=""comment""># Groupes NOT LOGGED IN et General</span><br/>
customer_groups: <span class=""string"">""NOT LOGGED IN,General""</span>,<br/>

<br/>
<span class=""comment""># Groupes NOT LOGGED IN et General par leur ID</span><br/>
customer_groups: <span class=""string"">""0,1""</span>,<br/>
<br/>
<span class=""comment""># Groupe Retailer</span><br/>
customer_groups: <span class=""string"">""Retailer""</span>,</div>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.property.tracking_url}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>L'URL de suivi : `tracking_url`</h4>
<p>
	Documentation à venir.
</p>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.property.*comment}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Commentaires</h4>
<p>
	Vous pouvez ajouter un commentaire sur la méthode de livraison. Celui-ci ne sera affiché nul part mais vous pouvez y mettre des annotations.
</p>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
			"{ocseditor.help.changelog}","
<div class=""help-header"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>

<h4>Changelog</h4>
<div class=""code""><pre>
[2.3.6 - 23 novembre 2010]
Ajout d'un fichier app/etc/modules/Wecom_Chronorelais.xml vide pour écraser celui des versions précédentes à la 2.3.0 afin d'éviter une cohabitation de deux versions
Amélioration du traitement des commentaires avec l'éditeur (gestion des caractères #)

[2.3.5 - 08 novembre 2010]
Correction d'un problème chez les utilisateurs ayant une version de PHP antérieure à 5.3.0

[2.3.4 - 06 novembre 2010]
Correction d'un bug introduit dans la version 2.3.2 lors de l'utilisation des attributs et options avec les fonctions sum, count et count distinct

[2.3.3 - 05 novembre 2010]
Possibilité de faire des copie de propriétés de façon récursive avec contrôle de boucle infinie

[2.3.2 - 05 novembre 2010]
Amélioration de l'éditeur :
- Ajout de l'aide en langue anglais
- Ajout d'informations dans l'aide
- Ajout des messages d'erreur de la configuration, avec possibilité de correction rapide
- Ajout de champs pour les lignes ignorées : on peut ainsi les modifier et appliquer les modifications
Ajout de la possibilité d'accéder aux informations sur le stock d'un produit grâce aux variables {product.stock.is_in_stock} et {product.stock.quantity}
Suppression de l'affichage du message d'erreur ""Correspondance non trouvée""
Correction d'un bug avec les groupes utilisateur ($id==null retournait true lorsque $id était égal à 0)
Correction d'une erreur de récupération de l'unité de poids
Améliorations diverses

[2.3.1 - 29 octobre 2010]
Correction d'un bug dans le fichier AjaxController : une variable n'était pas définie, ce qui générait une erreur avec certaines configurations PHP

[2.3.0 - 28 octobre 2010]
Correction d'un bug avec le caractère * dans les champs ""destination"" et ""origin"" comme jocker
Ajout d'un éditeur pour faciliter la modification des configurations Chronorelais Shipping
L'éditeur contient également une aide
Déplacement de certains fichiers pour mieux correspondre à la structure de Magento

[2.2.8 - 20 octobre 2010]
Correction d'une erreur dans l'include d'ChronorelaisShippingHelper lorsqu'on utilise le Compiler
Correction d'un bug de calcul du prix TTC dans certains cas ('row_total_with_discount' est égal à 0)
Ajout de la possibilité d'utiliser le caractère * dans les champs ""destination"" et ""origin"" comme jocker (par exemple ""FR(25*)"" retournera vrai pour tous les codes postaux du département du Doubs)
Ajout d'un bouton pour fermer la console de debug
Ajout d'informations dans le debug (tests sur la destination et l'origine, liste des variables passées en paramètre)
Affichage du debug uniquement sur la page panier (pas sur les pages en ajax)
Récupération du bon customer group lors d'une commande créée depuis le backoffice de Magento

[2.2.7 - 27 août 2010]
Possibilité d'utiliser les variables personnalisées (custom variables) de Magento grâce à la syntaxe {customvar.my_var} ou à la syntaxe standard {{customVar code=my_var}}

[2.2.6 - 25 août 2010]
Correction d'un bug avec la fonction getRowProperty() : utilisation de preg_match_all() à la place de while(preg_match()) et utilisation de continue à la place de break

[2.2.5 - 22 août 2010]
Correction d'un bug avec les propriétés de type booléenne spécifiées sans les guillemets (comme la propriété enabled)
Correction d'un bug avec la propriété customer_groups

[2.2.4 - 10 août 2010]
Utilisation de Mage::getModel('directory/country')->load($country_code)->getName() à la place de Mage::getModel('core/locale')->getLocale()->getTranslationList('territory',null,2) pour récupérer le nom d'un pays dans la langue courante (la première solution semble retourner le nom du pays dans la langue principale de la boutique), merci à coolshop pour la solution proposée
Remplacement de la valeur de configuration ""Afficher quand indisponible"" par la valeur ""Debug"" car la solution précédente posait des problèmes avec Magento 1.4.0
Amélioration de la clarté du debug (utilisation de couleurs et d'indentations)
Correction de bugs légers
Mise à jour de la syntaxe de la configuration proposée par défaut

[2.2.3 - 29 juillet 2010]
Correction d'un bug avec le traitement de formules dont le résultat est false

[2.2.2 - 29 juillet 2010]
Amélioration du système de cache des formules

[2.2.1 - 27 juillet 2010]
Correction de petits bugs

[2.2.0 - 22 juillet 2010]
Possibilité de compression/décompression de la configuration
Modification de certaines propriétés ({weight} => {cart.weight}, {price_excluding_tax} => {cart.price_excluding_tax}, {price_including_tax} => {cart.price_including_tax}, {products_quantity} => {cart.quantity},{contry} => {destination.country.name})
Syntaxe légèrement modifié pour {product.attribute.xxx} et {product.option.xxx} (pas de s)
Ajout de nouvelles propriétés utilisables dans le foreach : {selection.weight}, {selection.quantity}, {product.weight}, {product.quantity}
Possibilité d'utiliser {product.attribute.xxx} et {product.option.xxx} dans le foreach

[2.1.9 - 20 juillet 2010]
Évaluation des formules contenues dans les propriétés ""label"" et ""description""

[2.1.8 - 20 juillet 2010]
Correction d'une erreur dans le foreach (l'attribut était toujours ""name"")

[2.1.7 - 19 juillet 2010]
Ajout de la syntaxe foreach product.attribute.xxx

[2.1.6 - 28 décembre 2009]
Correction d'une erreur dans le nom d'une variable qui entrainait un plantage dans certaines situations

[2.1.5 - 28 décembre 2009]
Modification de la syntaxe des tables (pour offrir plus de souplesse)

[2.1.4 - 24 décembre 2009]
Modification de la syntaxe d'utilisation des propriétés des produits (pour offrir beaucoup plus de souplesse)
Possibilité de filtrer les produits dont on veut utiliser les propriétés.
Ajout de 'COUNT DISTINCT'

[2.1.3 - 17 décembre 2009]
Correction du calcul du nombre de produits dont les propriétés correspondent ""{count ..."" : prise en compte de la quantité
Simplification de la syntaxe de copie de propriété

[2.1.2 - 27 novembre 2009]
Correction d'un problème de priorité entre l'opérateur ""="" et l'opérateur ""and"" dans l'évaluation des formules : ajout de parenthèses autour de la formule

[2.1.1 - 26 novembre 2009]
Suppression de la propriété 'product_properties' qui doit être utilisée dans la propriété 'conditions'
Améliorations diverses

[2.1.0 - 24 novembre 2009]
Regroupement des propriétés 'fees_table', 'fees_formula' et 'fixed_fees' dans une unique propriété 'fees'
Regroupement des propriétés 'prices_range' et 'weights_range' dans une unique propriété 'conditions'
Suppression de la propriété 'reference_value'
Suppression des propriétés 'free_shipping__fees_table', 'free_shipping__fees_formula' et 'free_shipping__fixed_fees' (utiliser '{free_shipping}' dans la propriété 'conditions' à la place)
Ajout d'un analyseur de syntaxe de la configuration pour indiquer l'utilisation de propriétés non reconnues ou de propriétés obsolètes, les valeurs non reconnues, les virgules manquantes en fin de ligne, les doublons des propriétés 'code'
Utilisation des valeurs des propriétés obsolètes dans leur nouvel équivalent
Possibilité de copier une propriété avec la syntaxe ""{copy 'colissimo'.'fees'}""
Nouvelle syntaxe pour les tables (ancienne propriété 'fees_table') : ""{table 'weight' 1.0:2.50, 2.0:3.00}"" qui peuvent désormais être intégrées dans des formules
Séparation des méthodes publique, privées génériques (préfixe '_'), privées spécifiques à Magento (préfixe '__') pour faciliter le portage du module vers un autre système de boutique en ligne que Magento

[2.0.12 - 19 novembre 2009]
Amélioration de la transmission des variables entre les méthodes de la classe

[2.0.11 - 19 novembre 2009]
Correction du filtrage en fonction des options et des attributs des produits en présence de produits configurables

[2.0.10 - 13 novembre 2009]
Amélioration du filtrage en fonction des options et des attributs des produits
Correction du filtrage en fonction des options des produits

[2.0.9 - 12 novembre 2009]
Correction du filtrage en fonction des options des produits

[2.0.8 - 12 novembre 2009]
Possibilité de filtrer en fonction des options des produits

[2.0.7 - 04 novembre 2009]
Possibilité de filtrer en fonction de l'origine de livraison
Possibilité de filtrer en fonction des attributs de produits
Possibilité de spécifier un code postal dans le filtrage de la destination
Compatibilité avec Magento 1.4.* : utilisation de la fonction getTranslationList au lieu de getCountryTranslationList qui est dépréciée

[2.0.6 - 02 octobre 2009]
Possibilité de spécifier des groupes de clients

[2.0.5 - 18 août 2009]
Ajout de la possibilité de spécifier dans la destination le monde entier sauf certains pays
Correction d'un problème de parsing de la destination lorsqu'il n'y avait qu'un seul code région entre parenthèses
Possibilité d'avoir des codes région comprenant des espaces

[2.0.4 - 28 juillet 2009]
Suppression des options ""Unité de poids"" et ""Utiliser le montant TTC"" de chaque mode de livraison
Possibilité d'inclure ou d'exclure les valeurs limites dans les champs 'prices_range', 'weights_range' et 'fees_table' grâce aux caractères '[' et ']'
Possibilité de spécifier dans les champs 'prices_range' et 'fees_table' si on utilise le montant HT ou TTC
Ajout du champ 'enabled' et suppression de la possibilité de désactiver un bloc de configuration avec le caractère '#'
Modification du message d'erreur par défaut
Ajout d'un message d'erreur en cas d'erreur d'interprétation d'une formule de calcul de frais

[2.0.3 - 27 juillet 2009]
Correction d'une erreur dans l'interprétation des formules avec des fonctions à arguments multiples (min, max, rand)

[2.0.2 - 27 juin 2009]
Correction d'une erreur d'expression régulière

[2.0.1 - 25 juin 2009]
Uniformisation du nom des variables dans les valeurs de référence : 'price_excluding_tax' et 'price_including_tax' à la place de la valeur 'price'
Correction d'un problème de Magento qui ne semble pas retourner la bonne valeur lors de l'appel à la méthode $request->getFreeShipping()
Ajout du champ 'description' qui permet d'ajouter une description à une méthode de livraison qui peut être récupérée grâce à la méthode $_rate->getMethodDescription()
Corrections de bugs

[2.0 - 3 avril 2009]
Création de la version 2.0 du module Chronorelais Shipping qui n'est plus compatible avec les anciennes versions
</pre></div>

<div class=""help-footer"">
	<p><a href=""#"" onclick=""ocseditor.help('summary');"">Sommaire</a></p>
</div>
"
